JONSWAP Spectrum and Wave Train
===============================

Inputs:
Hs=4.50m
Tz=8.00s
Freq=[0.01, 3.50, step 0.00] rd/s
Time=[0.00, 2000.00, step 0.10] s

Spectral Parameters:
gamma=3.93
Tp=10.14 s
wp=0.62 rd/s
alpha=0.01

Spectral Moments:
m0=1.265 m^2
m1=0.924 m^2.rd/s
m2=0.758 m^2.(rd/s)^2
m3=0.745 m^2.(rd/s)^3
m4=0.945 m^2.(rd/s)^4

Wave Elevation Statictics:
Max: 3.88m
Min: -4.20m
Mean: -0.00m
StDev: 1.18m

Double Check Spectrum:
Hs=4*sqrt(m0)=4.50 m (-0%)
Tz=2*Pi*sqrt(m0/m2)=8.12 s (+1%)

Double Check Wave Train:
Hs=4*stdev(elevation)=4.72 m (+5%)
Tz=duration/upCrossings=8.30 s (+4%)

Spectrum and wave components:
omega	S(w)	Ampl	phi
rd/s	m2s/rd	 m  	rd
850.90	-1.50
851.00	-1.48
851.10	-1.44
851.20	-1.39
851.30	-1.34
851.40	-1.29
851.50	-1.23
851.60	-1.18
851.70	-1.13
851.80	-1.09
851.90	-1.05
852.00	-1.02
852.10	-0.98
852.20	-0.95
852.30	-0.92
852.40	-0.89
852.50	-0.85
852.60	-0.80
852.70	-0.76
852.80	-0.70
852.90	-0.64
853.00	-0.58
853.10	-0.51
853.20	-0.45
853.30	-0.38
853.40	-0.31
853.50	-0.25
853.60	-0.19
853.70	-0.12
853.80	-0.06
853.90	-0.01
854.00	0.05
854.10	0.11
854.20	0.17
854.30	0.23
854.40	0.29
854.50	0.35
854.60	0.41
854.70	0.46
854.80	0.51
854.90	0.55
855.00	0.59
855.10	0.61
855.20	0.62
855.30	0.62
855.40	0.60
855.50	0.57
855.60	0.54
855.70	0.49
855.80	0.45
855.90	0.40
856.00	0.35
856.10	0.31
856.20	0.28
856.30	0.26
856.40	0.25
856.50	0.26
856.60	0.28
856.70	0.31
856.80	0.36
856.90	0.41
857.00	0.48
857.10	0.55
857.20	0.62
857.30	0.69
857.40	0.77
857.50	0.83
857.60	0.90
857.70	0.96
857.80	1.02
857.90	1.07
858.00	1.12
858.10	1.16
858.20	1.20
858.30	1.24
858.40	1.28
858.50	1.31
858.60	1.34
858.70	1.37
858.80	1.38
858.90	1.40
859.00	1.40
859.10	1.39
859.20	1.37
859.30	1.34
859.40	1.30
859.50	1.24
859.60	1.16
859.70	1.08
859.80	0.98
859.90	0.86
860.00	0.74
860.10	0.61
860.20	0.46
860.30	0.31
860.40	0.15
860.50	-0.01
860.60	-0.17
860.70	-0.34
860.80	-0.51
860.90	-0.68
861.00	-0.85
861.10	-1.02
861.20	-1.18
861.30	-1.34
861.40	-1.50
861.50	-1.64
861.60	-1.79
861.70	-1.92
861.80	-2.04
861.90	-2.16
862.00	-2.26
862.10	-2.35
862.20	-2.43
862.30	-2.49
862.40	-2.53
862.50	-2.56
862.60	-2.57
862.70	-2.56
862.80	-2.52
862.90	-2.47
863.00	-2.39
863.10	-2.30
863.20	-2.18
863.30	-2.05
863.40	-1.90
863.50	-1.74
863.60	-1.57
863.70	-1.39
863.80	-1.20
863.90	-1.02
864.00	-0.84
864.10	-0.67
864.20	-0.51
864.30	-0.36
864.40	-0.22
864.50	-0.09
864.60	0.03
864.70	0.14
864.80	0.24
864.90	0.33
865.00	0.42
865.10	0.51
865.20	0.61
865.30	0.70
865.40	0.80
865.50	0.91
865.60	1.02
865.70	1.14
865.80	1.27
865.90	1.40
866.00	1.53
866.10	1.67
866.20	1.80
866.30	1.94
866.40	2.07
866.50	2.19
866.60	2.30
866.70	2.41
866.80	2.50
866.90	2.58
867.00	2.65
867.10	2.70
867.20	2.73
867.30	2.75
867.40	2.74
867.50	2.71
867.60	2.65
867.70	2.57
867.80	2.45
867.90	2.32
868.00	2.15
868.10	1.96
868.20	1.75
868.30	1.52
868.40	1.27
868.50	1.01
868.60	0.74
868.70	0.46
868.80	0.19
868.90	-0.08
869.00	-0.33
869.10	-0.58
869.20	-0.81
869.30	-1.02
869.40	-1.21
869.50	-1.39
869.60	-1.55
869.70	-1.69
869.80	-1.81
869.90	-1.92
870.00	-2.02
870.10	-2.09
870.20	-2.16
870.30	-2.21
870.40	-2.24
870.50	-2.26
870.60	-2.26
870.70	-2.24
870.80	-2.20
870.90	-2.14
871.00	-2.06
871.10	-1.96
871.20	-1.85
871.30	-1.72
871.40	-1.58
871.50	-1.43
871.60	-1.27
871.70	-1.12
871.80	-0.97
871.90	-0.82
872.00	-0.67
872.10	-0.54
872.20	-0.41
872.30	-0.30
872.40	-0.19
872.50	-0.09
872.60	0.01
872.70	0.10
872.80	0.19
872.90	0.28
873.00	0.37
873.10	0.45
873.20	0.53
873.30	0.61
873.40	0.68
873.50	0.75
873.60	0.80
873.70	0.84
873.80	0.86
873.90	0.87
874.00	0.86
874.10	0.83
874.20	0.79
874.30	0.74
874.40	0.67
874.50	0.60
874.60	0.53
874.70	0.46
874.80	0.39
874.90	0.34
875.00	0.30
875.10	0.27
875.20	0.26
875.30	0.26
875.40	0.27
875.50	0.30
875.60	0.33
875.70	0.37
875.80	0.41
875.90	0.45
876.00	0.49
876.10	0.52
876.20	0.55
876.30	0.56
876.40	0.57
876.50	0.58
876.60	0.57
876.70	0.56
876.80	0.55
876.90	0.54
877.00	0.53
877.10	0.52
877.20	0.51
877.30	0.50
877.40	0.48
877.50	0.46
877.60	0.44
877.70	0.40
877.80	0.35
877.90	0.29
878.00	0.22
878.10	0.12
878.20	0.01
878.30	-0.11
878.40	-0.25
878.50	-0.39
878.60	-0.55
878.70	-0.70
878.80	-0.86
878.90	-1.00
879.00	-1.14
879.10	-1.26
879.20	-1.37
879.30	-1.45
879.40	-1.51
879.50	-1.55
879.60	-1.56
879.70	-1.56
879.80	-1.52
879.90	-1.47
880.00	-1.40
880.10	-1.30
880.20	-1.19
880.30	-1.07
880.40	-0.93
880.50	-0.78
880.60	-0.62
880.70	-0.45
880.80	-0.28
880.90	-0.11
881.00	0.07
881.10	0.24
881.20	0.41
881.30	0.57
881.40	0.71
881.50	0.84
881.60	0.95
881.70	1.03
881.80	1.10
881.90	1.13
882.00	1.14
882.10	1.13
882.20	1.10
882.30	1.05
882.40	0.98
882.50	0.90
882.60	0.81
882.70	0.73
882.80	0.64
882.90	0.57
883.00	0.51
883.10	0.46
883.20	0.43
883.30	0.41
883.40	0.41
883.50	0.43
883.60	0.45
883.70	0.49
883.80	0.53
883.90	0.56
884.00	0.60
884.10	0.62
884.20	0.64
884.30	0.64
884.40	0.62
884.50	0.59
884.60	0.54
884.70	0.48
884.80	0.40
884.90	0.31
885.00	0.22
885.10	0.12
885.20	0.03
885.30	-0.07
885.40	-0.15
885.50	-0.23
885.60	-0.30
885.70	-0.35
885.80	-0.39
885.90	-0.42
886.00	-0.43
886.10	-0.44
886.20	-0.43
886.30	-0.42
886.40	-0.40
886.50	-0.38
886.60	-0.36
886.70	-0.33
886.80	-0.31
886.90	-0.29
887.00	-0.27
887.10	-0.25
887.20	-0.24
887.30	-0.23
887.40	-0.23
887.50	-0.22
887.60	-0.22
887.70	-0.22
887.80	-0.21
887.90	-0.21
888.00	-0.20
888.10	-0.19
888.20	-0.18
888.30	-0.17
888.40	-0.15
888.50	-0.14
888.60	-0.12
888.70	-0.10
888.80	-0.09
888.90	-0.07
889.00	-0.05
889.10	-0.03
889.20	-0.01
889.30	0.00
889.40	0.01
889.50	0.02
889.60	0.03
889.70	0.03
889.80	0.02
889.90	0.01
890.00	-0.02
890.10	-0.04
890.20	-0.08
890.30	-0.13
890.40	-0.19
890.50	-0.26
890.60	-0.33
890.70	-0.42
890.80	-0.51
890.90	-0.60
891.00	-0.70
891.10	-0.80
891.20	-0.90
891.30	-0.99
891.40	-1.07
891.50	-1.15
891.60	-1.21
891.70	-1.27
891.80	-1.30
891.90	-1.33
892.00	-1.33
892.10	-1.33
892.20	-1.30
892.30	-1.27
892.40	-1.22
892.50	-1.15
892.60	-1.08
892.70	-1.00
892.80	-0.90
892.90	-0.80
893.00	-0.69
893.10	-0.57
893.20	-0.44
893.30	-0.31
893.40	-0.18
893.50	-0.04
893.60	0.10
893.70	0.24
893.80	0.39
893.90	0.53
894.00	0.68
894.10	0.82
894.20	0.95
894.30	1.09
894.40	1.21
894.50	1.34
894.60	1.45
894.70	1.56
894.80	1.66
894.90	1.76
895.00	1.85
895.10	1.93
895.20	2.01
895.30	2.08
895.40	2.14
895.50	2.19
895.60	2.24
895.70	2.28
895.80	2.31
895.90	2.32
896.00	2.33
896.10	2.32
896.20	2.29
896.30	2.25
896.40	2.20
896.50	2.13
896.60	2.05
896.70	1.95
896.80	1.84
896.90	1.72
897.00	1.58
897.10	1.43
897.20	1.27
897.30	1.10
897.40	0.93
897.50	0.74
897.60	0.55
897.70	0.35
897.80	0.14
897.90	-0.06
898.00	-0.27
898.10	-0.48
898.20	-0.69
898.30	-0.90
898.40	-1.10
898.50	-1.29
898.60	-1.47
898.70	-1.64
898.80	-1.79
898.90	-1.93
899.00	-2.05
899.10	-2.15
899.20	-2.23
899.30	-2.29
899.40	-2.33
899.50	-2.36
899.60	-2.37
899.70	-2.37
899.80	-2.36
899.90	-2.34
900.00	-2.30
900.10	-2.27
900.20	-2.22
900.30	-2.18
900.40	-2.12
900.50	-2.06
900.60	-2.00
900.70	-1.93
900.80	-1.86
900.90	-1.78
901.00	-1.69
901.10	-1.60
901.20	-1.50
901.30	-1.39
901.40	-1.28
901.50	-1.16
901.60	-1.05
901.70	-0.93
901.80	-0.81
901.90	-0.69
902.00	-0.57
902.10	-0.45
902.20	-0.34
902.30	-0.23
902.40	-0.13
902.50	-0.02
902.60	0.07
902.70	0.17
902.80	0.26
902.90	0.35
903.00	0.43
903.10	0.51
903.20	0.59
903.30	0.67
903.40	0.74
903.50	0.81
903.60	0.87
903.70	0.93
903.80	0.98
903.90	1.02
904.00	1.06
904.10	1.09
904.20	1.12
904.30	1.14
904.40	1.15
904.50	1.15
904.60	1.15
904.70	1.14
904.80	1.12
904.90	1.10
905.00	1.08
905.10	1.06
905.20	1.03
905.30	1.01
905.40	1.00
905.50	0.99
905.60	1.00
905.70	1.01
905.80	1.04
905.90	1.07
906.00	1.12
906.10	1.19
906.20	1.26
906.30	1.34
906.40	1.42
906.50	1.50
906.60	1.58
906.70	1.65
906.80	1.70
906.90	1.73
907.00	1.75
907.10	1.74
907.20	1.70
907.30	1.63
907.40	1.54
907.50	1.42
907.60	1.28
907.70	1.12
907.80	0.95
907.90	0.77
908.00	0.58
908.10	0.39
908.20	0.21
908.30	0.04
908.40	-0.13
908.50	-0.27
908.60	-0.41
908.70	-0.53
908.80	-0.63
908.90	-0.72
909.00	-0.80
909.10	-0.87
909.20	-0.93
909.30	-0.98
909.40	-1.03
909.50	-1.08
909.60	-1.12
909.70	-1.16
909.80	-1.20
909.90	-1.24
910.00	-1.27
910.10	-1.31
910.20	-1.34
910.30	-1.37
910.40	-1.40
910.50	-1.43
910.60	-1.45
910.70	-1.47
910.80	-1.48
910.90	-1.49
911.00	-1.50
911.10	-1.50
911.20	-1.49
911.30	-1.47
911.40	-1.45
911.50	-1.42
911.60	-1.37
911.70	-1.32
911.80	-1.25
911.90	-1.18
912.00	-1.10
912.10	-1.01
912.20	-0.92
912.30	-0.82
912.40	-0.73
912.50	-0.63
912.60	-0.54
912.70	-0.45
912.80	-0.37
912.90	-0.29
913.00	-0.23
913.10	-0.17
913.20	-0.12
913.30	-0.07
913.40	-0.02
913.50	0.02
913.60	0.06
913.70	0.10
913.80	0.14
913.90	0.18
914.00	0.23
914.10	0.27
914.20	0.32
914.30	0.37
914.40	0.42
914.50	0.47
914.60	0.51
914.70	0.56
914.80	0.60
914.90	0.64
915.00	0.67
915.10	0.71
915.20	0.75
915.30	0.78
915.40	0.82
915.50	0.86
915.60	0.90
915.70	0.94
915.80	0.99
915.90	1.03
916.00	1.08
916.10	1.12
916.20	1.16
916.30	1.19
916.40	1.21
916.50	1.23
916.60	1.23
916.70	1.22
916.80	1.20
916.90	1.16
917.00	1.12
917.10	1.07
917.20	1.00
917.30	0.94
917.40	0.86
917.50	0.79
917.60	0.71
917.70	0.63
917.80	0.55
917.90	0.47
918.00	0.38
918.10	0.30
918.20	0.21
918.30	0.11
918.40	0.02
918.50	-0.08
918.60	-0.19
918.70	-0.29
918.80	-0.40
918.90	-0.51
919.00	-0.61
919.10	-0.70
919.20	-0.78
919.30	-0.86
919.40	-0.92
919.50	-0.96
919.60	-0.99
919.70	-1.00
919.80	-1.00
919.90	-0.98
920.00	-0.95
920.10	-0.91
920.20	-0.86
920.30	-0.81
920.40	-0.75
920.50	-0.69
920.60	-0.63
920.70	-0.58
920.80	-0.53
920.90	-0.48
921.00	-0.43
921.10	-0.39
921.20	-0.35
921.30	-0.32
921.40	-0.28
921.50	-0.24
921.60	-0.20
921.70	-0.16
921.80	-0.12
921.90	-0.08
922.00	-0.04
922.10	0.00
922.20	0.04
922.30	0.08
922.40	0.12
922.50	0.15
922.60	0.18
922.70	0.20
922.80	0.22
922.90	0.23
923.00	0.25
923.10	0.25
923.20	0.26
923.30	0.26
923.40	0.27
923.50	0.27
923.60	0.27
923.70	0.27
923.80	0.27
923.90	0.27
924.00	0.27
924.10	0.26
924.20	0.26
924.30	0.25
924.40	0.24
924.50	0.22
924.60	0.21
924.70	0.19
924.80	0.16
924.90	0.14
925.00	0.11
925.10	0.08
925.20	0.05
925.30	0.02
925.40	-0.01
925.50	-0.04
925.60	-0.08
925.70	-0.11
925.80	-0.14
925.90	-0.17
926.00	-0.20
926.10	-0.22
926.20	-0.25
926.30	-0.26
926.40	-0.28
926.50	-0.28
926.60	-0.28
926.70	-0.27
926.80	-0.26
926.90	-0.24
927.00	-0.21
927.10	-0.17
927.20	-0.14
927.30	-0.10
927.40	-0.06
927.50	-0.02
927.60	0.02
927.70	0.05
927.80	0.07
927.90	0.08
928.00	0.08
928.10	0.08
928.20	0.07
928.30	0.05
928.40	0.03
928.50	0.01
928.60	-0.01
928.70	-0.02
928.80	-0.03
928.90	-0.02
929.00	-0.00
929.10	0.03
929.20	0.07
929.30	0.13
929.40	0.20
929.50	0.28
929.60	0.36
929.70	0.44
929.80	0.52
929.90	0.59
930.00	0.65
930.10	0.70
930.20	0.73
930.30	0.74
930.40	0.73
930.50	0.71
930.60	0.67
930.70	0.61
930.80	0.54
930.90	0.46
931.00	0.38
931.10	0.30
931.20	0.22
931.30	0.14
931.40	0.07
931.50	0.00
931.60	-0.06
931.70	-0.11
931.80	-0.17
931.90	-0.22
932.00	-0.28
932.10	-0.34
932.20	-0.40
932.30	-0.47
932.40	-0.55
932.50	-0.64
932.60	-0.73
932.70	-0.82
932.80	-0.92
932.90	-1.00
933.00	-1.08
933.10	-1.15
933.20	-1.20
933.30	-1.23
933.40	-1.23
933.50	-1.22
933.60	-1.18
933.70	-1.12
933.80	-1.03
933.90	-0.93
934.00	-0.82
934.10	-0.70
934.20	-0.58
934.30	-0.45
934.40	-0.32
934.50	-0.21
934.60	-0.10
934.70	0.00
934.80	0.10
934.90	0.18
935.00	0.25
935.10	0.31
935.20	0.37
935.30	0.42
935.40	0.48
935.50	0.52
935.60	0.57
935.70	0.62
935.80	0.66
935.90	0.70
936.00	0.74
936.10	0.77
936.20	0.80
936.30	0.82
936.40	0.84
936.50	0.84
936.60	0.84
936.70	0.83
936.80	0.81
936.90	0.80
937.00	0.77
937.10	0.75
937.20	0.73
937.30	0.71
937.40	0.69
937.50	0.68
937.60	0.67
937.70	0.67
937.80	0.67
937.90	0.67
938.00	0.67
938.10	0.67
938.20	0.67
938.30	0.66
938.40	0.65
938.50	0.63
938.60	0.60
938.70	0.56
938.80	0.51
938.90	0.45
939.00	0.38
939.10	0.30
939.20	0.22
939.30	0.12
939.40	0.02
939.50	-0.08
939.60	-0.20
939.70	-0.31
939.80	-0.43
939.90	-0.54
940.00	-0.66
940.10	-0.77
940.20	-0.88
940.30	-0.98
940.40	-1.06
940.50	-1.14
940.60	-1.20
940.70	-1.25
940.80	-1.28
940.90	-1.30
941.00	-1.29
941.10	-1.28
941.20	-1.25
941.30	-1.21
941.40	-1.16
941.50	-1.10
941.60	-1.04
941.70	-0.98
941.80	-0.92
941.90	-0.86
942.00	-0.81
942.10	-0.75
942.20	-0.71
942.30	-0.66
942.40	-0.61
942.50	-0.56
942.60	-0.50
942.70	-0.44
942.80	-0.37
942.90	-0.29
943.00	-0.20
943.10	-0.09
943.20	0.02
943.30	0.13
943.40	0.25
943.50	0.38
943.60	0.49
943.70	0.60
943.80	0.70
943.90	0.79
944.00	0.86
944.10	0.91
944.20	0.94
944.30	0.96
944.40	0.95
944.50	0.93
944.60	0.90
944.70	0.86
944.80	0.81
944.90	0.76
945.00	0.72
945.10	0.67
945.20	0.64
945.30	0.61
945.40	0.60
945.50	0.60
945.60	0.60
945.70	0.62
945.80	0.64
945.90	0.67
946.00	0.69
946.10	0.72
946.20	0.74
946.30	0.76
946.40	0.76
946.50	0.76
946.60	0.73
946.70	0.70
946.80	0.65
946.90	0.58
947.00	0.50
947.10	0.40
947.20	0.30
947.30	0.19
947.40	0.07
947.50	-0.05
947.60	-0.16
947.70	-0.28
947.80	-0.38
947.90	-0.48
948.00	-0.56
948.10	-0.63
948.20	-0.68
948.30	-0.72
948.40	-0.75
948.50	-0.77
948.60	-0.77
948.70	-0.77
948.80	-0.76
948.90	-0.75
949.00	-0.74
949.10	-0.72
949.20	-0.71
949.30	-0.70
949.40	-0.70
949.50	-0.69
949.60	-0.69
949.70	-0.69
949.80	-0.69
949.90	-0.68
950.00	-0.67
950.10	-0.65
950.20	-0.62
950.30	-0.58
950.40	-0.53
950.50	-0.48
950.60	-0.41
950.70	-0.34
950.80	-0.27
950.90	-0.20
951.00	-0.12
951.10	-0.05
951.20	0.01
951.30	0.07
951.40	0.12
951.50	0.16
951.60	0.20
951.70	0.22
951.80	0.24
951.90	0.26
952.00	0.27
952.10	0.28
952.20	0.30
952.30	0.31
952.40	0.33
952.50	0.35
952.60	0.37
952.70	0.40
952.80	0.43
952.90	0.46
953.00	0.48
953.10	0.51
953.20	0.53
953.30	0.54
953.40	0.55
953.50	0.54
953.60	0.53
953.70	0.50
953.80	0.46
953.90	0.41
954.00	0.35
954.10	0.28
954.20	0.20
954.30	0.11
954.40	0.02
954.50	-0.07
954.60	-0.16
954.70	-0.24
954.80	-0.32
954.90	-0.39
955.00	-0.44
955.10	-0.49
955.20	-0.51
955.30	-0.52
955.40	-0.52
955.50	-0.50
955.60	-0.46
955.70	-0.41
955.80	-0.35
955.90	-0.28
956.00	-0.21
956.10	-0.14
956.20	-0.07
956.30	-0.01
956.40	0.05
956.50	0.09
956.60	0.12
956.70	0.15
956.80	0.16
956.90	0.16
957.00	0.15
957.10	0.13
957.20	0.12
957.30	0.10
957.40	0.09
957.50	0.09
957.60	0.09
957.70	0.10
957.80	0.12
957.90	0.15
958.00	0.19
958.10	0.23
958.20	0.27
958.30	0.32
958.40	0.37
958.50	0.41
958.60	0.45
958.70	0.48
958.80	0.50
958.90	0.52
959.00	0.53
959.10	0.53
959.20	0.53
959.30	0.53
959.40	0.53
959.50	0.53
959.60	0.53
959.70	0.53
959.80	0.53
959.90	0.54
960.00	0.54
960.10	0.54
960.20	0.53
960.30	0.52
960.40	0.50
960.50	0.47
960.60	0.42
960.70	0.37
960.80	0.30
960.90	0.22
961.00	0.14
961.10	0.04
961.20	-0.06
961.30	-0.15
961.40	-0.25
961.50	-0.35
961.60	-0.44
961.70	-0.53
961.80	-0.61
961.90	-0.68
962.00	-0.75
962.10	-0.81
962.20	-0.87
962.30	-0.92
962.40	-0.97
962.50	-1.02
962.60	-1.07
962.70	-1.12
962.80	-1.17
962.90	-1.21
963.00	-1.25
963.10	-1.28
963.20	-1.30
963.30	-1.32
963.40	-1.32
963.50	-1.31
963.60	-1.29
963.70	-1.26
963.80	-1.22
963.90	-1.16
964.00	-1.09
964.10	-1.01
964.20	-0.93
964.30	-0.83
964.40	-0.73
964.50	-0.62
964.60	-0.50
964.70	-0.38
964.80	-0.25
964.90	-0.12
965.00	0.01
965.10	0.14
965.20	0.27
965.30	0.40
965.40	0.53
965.50	0.65
965.60	0.77
965.70	0.87
965.80	0.96
965.90	1.03
966.00	1.09
966.10	1.13
966.20	1.16
966.30	1.17
966.40	1.16
966.50	1.14
966.60	1.11
966.70	1.07
966.80	1.03
966.90	0.99
967.00	0.96
967.10	0.92
967.20	0.90
967.30	0.87
967.40	0.86
967.50	0.85
967.60	0.85
967.70	0.85
967.80	0.85
967.90	0.85
968.00	0.84
968.10	0.82
968.20	0.80
968.30	0.77
968.40	0.74
968.50	0.69
968.60	0.64
968.70	0.59
968.80	0.54
968.90	0.50
969.00	0.45
969.10	0.42
969.20	0.39
969.30	0.38
969.40	0.37
969.50	0.38
969.60	0.39
969.70	0.41
969.80	0.42
969.90	0.44
970.00	0.44
970.10	0.44
970.20	0.43
970.30	0.40
970.40	0.35
970.50	0.28
970.60	0.19
970.70	0.09
970.80	-0.03
970.90	-0.17
971.00	-0.31
971.10	-0.46
971.20	-0.61
971.30	-0.76
971.40	-0.90
971.50	-1.03
971.60	-1.15
971.70	-1.25
971.80	-1.34
971.90	-1.42
972.00	-1.47
972.10	-1.52
972.20	-1.55
972.30	-1.56
972.40	-1.57
972.50	-1.57
972.60	-1.56
972.70	-1.55
972.80	-1.52
972.90	-1.50
973.00	-1.47
973.10	-1.43
973.20	-1.39
973.30	-1.35
973.40	-1.30
973.50	-1.24
973.60	-1.17
973.70	-1.10
973.80	-1.02
973.90	-0.93
974.00	-0.84
974.10	-0.75
974.20	-0.66
974.30	-0.56
974.40	-0.47
974.50	-0.38
974.60	-0.29
974.70	-0.21
974.80	-0.14
974.90	-0.07
975.00	-0.01
975.10	0.05
975.20	0.10
975.30	0.15
975.40	0.21
975.50	0.26
975.60	0.32
975.70	0.38
975.80	0.45
975.90	0.53
976.00	0.61
976.10	0.69
976.20	0.78
976.30	0.87
976.40	0.96
976.50	1.06
976.60	1.14
976.70	1.23
976.80	1.31
976.90	1.38
977.00	1.44
977.10	1.50
977.20	1.54
977.30	1.58
977.40	1.60
977.50	1.62
977.60	1.62
977.70	1.62
977.80	1.60
977.90	1.58
978.00	1.54
978.10	1.49
978.20	1.43
978.30	1.35
978.40	1.26
978.50	1.16
978.60	1.06
978.70	0.94
978.80	0.82
978.90	0.69
979.00	0.57
979.10	0.45
979.20	0.33
979.30	0.23
979.40	0.14
979.50	0.07
979.60	0.00
979.70	-0.04
979.80	-0.07
979.90	-0.09
980.00	-0.10
980.10	-0.11
980.20	-0.11
980.30	-0.11
980.40	-0.11
980.50	-0.12
980.60	-0.13
980.70	-0.15
980.80	-0.18
980.90	-0.22
981.00	-0.26
981.10	-0.31
981.20	-0.36
981.30	-0.41
981.40	-0.45
981.50	-0.49
981.60	-0.53
981.70	-0.56
981.80	-0.59
981.90	-0.62
982.00	-0.64
982.10	-0.66
982.20	-0.68
982.30	-0.70
982.40	-0.74
982.50	-0.77
982.60	-0.82
982.70	-0.87
982.80	-0.93
982.90	-0.99
983.00	-1.05
983.10	-1.12
983.20	-1.17
983.30	-1.23
983.40	-1.27
983.50	-1.30
983.60	-1.32
983.70	-1.33
983.80	-1.32
983.90	-1.31
984.00	-1.28
984.10	-1.24
984.20	-1.20
984.30	-1.16
984.40	-1.12
984.50	-1.07
984.60	-1.03
984.70	-1.00
984.80	-0.96
984.90	-0.93
985.00	-0.90
985.10	-0.87
985.20	-0.84
985.30	-0.80
985.40	-0.75
985.50	-0.70
985.60	-0.64
985.70	-0.58
985.80	-0.50
985.90	-0.41
986.00	-0.32
986.10	-0.23
986.20	-0.13
986.30	-0.03
986.40	0.07
986.50	0.17
986.60	0.26
986.70	0.35
986.80	0.43
986.90	0.51
987.00	0.59
987.10	0.66
987.20	0.72
987.30	0.79
987.40	0.85
987.50	0.92
987.60	0.99
987.70	1.06
987.80	1.13
987.90	1.20
988.00	1.28
988.10	1.36
988.20	1.44
988.30	1.52
988.40	1.60
988.50	1.68
988.60	1.75
988.70	1.82
988.80	1.89
988.90	1.94
989.00	1.99
989.10	2.02
989.20	2.05
989.30	2.07
989.40	2.07
989.50	2.06
989.60	2.03
989.70	1.99
989.80	1.94
989.90	1.87
990.00	1.78
990.10	1.67
990.20	1.55
990.30	1.41
990.40	1.26
990.50	1.09
990.60	0.92
990.70	0.73
990.80	0.53
990.90	0.32
991.00	0.12
991.10	-0.09
991.20	-0.29
991.30	-0.49
991.40	-0.67
991.50	-0.85
991.60	-1.01
991.70	-1.15
991.80	-1.28
991.90	-1.40
992.00	-1.49
992.10	-1.57
992.20	-1.63
992.30	-1.68
992.40	-1.72
992.50	-1.75
992.60	-1.77
992.70	-1.78
992.80	-1.78
992.90	-1.78
993.00	-1.78
993.10	-1.77
993.20	-1.76
993.30	-1.74
993.40	-1.72
993.50	-1.69
993.60	-1.66
993.70	-1.62
993.80	-1.56
993.90	-1.50
994.00	-1.43
994.10	-1.34
994.20	-1.25
994.30	-1.14
994.40	-1.03
994.50	-0.91
994.60	-0.78
994.70	-0.65
994.80	-0.51
994.90	-0.38
995.00	-0.25
995.10	-0.12
995.20	0.00
995.30	0.12
995.40	0.22
995.50	0.32
995.60	0.40
995.70	0.47
995.80	0.54
995.90	0.59
996.00	0.62
996.10	0.65
996.20	0.66
996.30	0.66
996.40	0.65
996.50	0.64
996.60	0.61
996.70	0.58
996.80	0.54
996.90	0.51
997.00	0.47
997.10	0.44
997.20	0.41
997.30	0.39
997.40	0.38
997.50	0.38
997.60	0.39
997.70	0.41
997.80	0.45
997.90	0.49
998.00	0.54
998.10	0.59
998.20	0.65
998.30	0.70
998.40	0.75
998.50	0.79
998.60	0.81
998.70	0.83
998.80	0.83
998.90	0.82
999.00	0.79
999.10	0.74
999.20	0.68
999.30	0.61
999.40	0.53
999.50	0.45
999.60	0.35
999.70	0.26
999.80	0.16
999.90	0.07
1000.00	-0.03
1000.10	-0.11
1000.20	-0.20
1000.30	-0.28
1000.40	-0.36
1000.50	-0.43
1000.60	-0.50
1000.70	-0.56
1000.80	-0.62
1000.90	-0.67
1001.00	-0.72
1001.10	-0.76
1001.20	-0.80
1001.30	-0.83
1001.40	-0.85
1001.50	-0.87
1001.60	-0.87
1001.70	-0.87
1001.80	-0.85
1001.90	-0.83
1002.00	-0.79
1002.10	-0.74
1002.20	-0.68
1002.30	-0.62
1002.40	-0.54
1002.50	-0.45
1002.60	-0.36
1002.70	-0.26
1002.80	-0.15
1002.90	-0.03
1003.00	0.09
1003.10	0.21
1003.20	0.33
1003.30	0.46
1003.40	0.58
1003.50	0.71
1003.60	0.82
1003.70	0.93
1003.80	1.04
1003.90	1.13
1004.00	1.21
1004.10	1.28
1004.20	1.33
1004.30	1.36
1004.40	1.38
1004.50	1.38
1004.60	1.36
1004.70	1.32
1004.80	1.26
1004.90	1.18
1005.00	1.09
1005.10	0.97
1005.20	0.85
1005.30	0.71
1005.40	0.56
1005.50	0.40
1005.60	0.25
1005.70	0.09
1005.80	-0.07
1005.90	-0.21
1006.00	-0.35
1006.10	-0.47
1006.20	-0.57
1006.30	-0.66
1006.40	-0.72
1006.50	-0.76
1006.60	-0.78
1006.70	-0.78
1006.80	-0.76
1006.90	-0.72
1007.00	-0.66
1007.10	-0.60
1007.20	-0.52
1007.30	-0.44
1007.40	-0.37
1007.50	-0.29
1007.60	-0.22
1007.70	-0.16
1007.80	-0.10
1007.90	-0.06
1008.00	-0.03
1008.10	-0.01
1008.20	-0.00
1008.30	-0.01
1008.40	-0.02
1008.50	-0.04
1008.60	-0.06
1008.70	-0.09
1008.80	-0.13
1008.90	-0.17
1009.00	-0.21
1009.10	-0.26
1009.20	-0.31
1009.30	-0.35
